market_id,region,crop,price_usd_ton
MKT001,Benue,Rice,327.92
MKT077,Niger,Soybean,767.72
MKT021,Oyo,Cassava,361.24
MKT031,Nasarawa,Soybean,840.44
MKT096,Niger,Cassava,242.14
MKT047,Oyo,Millet,381.28
MKT062,Ogun,Millet,461.12
MKT085,Nasarawa,Tomato,800.2
MKT080,Enugu,Yam,336.39
MKT040,Benue,Tomato,474.91
MKT054,Oyo,Millet,796.77
MKT003,Kaduna,Tomato,425.72
MKT031,Benue,Soybean,285.99
MKT061,Kaduna,Millet,547.71
MKT070,Oyo,Tomato,283.42
MKT069,Enugu,Sorghum,468.14
MKT041,Ogun,Yam,346.52
MKT094,Nasarawa,Cassava,235.13
MKT095,Nasarawa,Maize,826.2
MKT089,Niger,Tomato,358.38
MKT032,Niger,Sorghum,395.57
MKT025,Niger,Cassava,781.23
MKT094,Enugu,Soybean,583.7
MKT093,Kaduna,Soybean,442.58
MKT053,Enugu,Tomato,826.42
MKT051,Kaduna,Millet,632.26
MKT016,Plateau,Cassava,211.88
MKT055,Enugu,Millet,235.97
MKT082,Kano,Rice,183.56
MKT024,Oyo,Millet,568.06
MKT079,Enugu,Millet,745.24
MKT086,Niger,Rice,663.02
MKT024,Kano,Soybean,778.82
MKT030,Nasarawa,Millet,434.46
MKT025,Kano,Maize,190.19
MKT080,Kaduna,Sorghum,256.7
MKT018,Kaduna,Cassava,728.22
MKT050,Kaduna,Maize,609.89
MKT049,Bauchi,Yam,200.73
MKT032,Enugu,Cassava,144.09
MKT001,Oyo,Sorghum,429.8
MKT099,Niger,Yam,461.66
MKT040,Plateau,Cassava,371.97
MKT076,Kaduna,Rice,735.17
MKT065,Benue,Yam,666.71
MKT065,Niger,Millet,800.54
MKT067,Kano,Rice,209.6
MKT028,Nasarawa,Yam,304.38
MKT024,Niger,Sorghum,484.83
MKT048,Enugu,Soybean,355.18
MKT100,Oyo,Sorghum,120.43
MKT013,Oyo,Sorghum,356.65
MKT066,Nasarawa,Soybean,260.16
MKT069,Ogun,Yam,650.97
MKT062,Kano,Yam,383.59
MKT060,Kano,Sorghum,487.83
MKT006,Kano,Maize,331.27
MKT100,Kaduna,Tomato,519.55
MKT090,Benue,Cassava,803.02
MKT064,Kano,Soybean,570.48
MKT091,Bauchi,Rice,343.02
MKT061,Niger,Sorghum,734.79
MKT003,Bauchi,Sorghum,206.41
MKT028,Enugu,Millet,685.64
MKT018,Enugu,Sorghum,258.12
MKT011,Benue,Millet,761.2
MKT006,Nasarawa,Millet,186.2
MKT003,Kano,Cassava,627.19
MKT012,Enugu,Millet,532.84
MKT048,Kaduna,Rice,391.0
MKT025,Enugu,Tomato,632.37
MKT098,Ogun,Maize,703.02
MKT071,Niger,Yam,236.08
MKT056,Ogun,Rice,178.71
MKT060,Kaduna,Tomato,858.89
MKT009,Nasarawa,Tomato,480.14
MKT054,Enugu,Millet,139.13
MKT094,Plateau,Sorghum,489.95
MKT001,Oyo,Millet,887.91
MKT058,Benue,Rice,263.81
MKT043,Ogun,Tomato,410.52
MKT004,Nasarawa,Rice,887.69
MKT003,Enugu,Maize,835.99
MKT016,Nasarawa,Maize,329.73
MKT065,Bauchi,Cassava,898.01
MKT005,Oyo,Soybean,280.62
MKT071,Niger,Yam,405.78
MKT019,Kaduna,Millet,134.94
MKT039,Ogun,Rice,179.28
MKT069,Oyo,Rice,863.15
MKT089,Kano,Rice,890.36
MKT064,Kano,Yam,398.81
MKT078,Plateau,Sorghum,740.84
MKT030,Kaduna,Cassava,293.67
MKT026,Kano,Rice,567.58
MKT045,Plateau,Maize,360.98
MKT062,Benue,Yam,194.09
MKT034,Kaduna,Cassava,584.02
MKT001,Niger,Maize,261.49
MKT055,Nasarawa,Yam,261.31
MKT048,Plateau,Cassava,313.44
MKT067,Bauchi,Rice,394.41
MKT016,Kaduna,Sorghum,649.32
MKT014,Kano,Yam,178.93
MKT035,Plateau,Soybean,493.21
MKT084,Benue,Cassava,137.39
MKT046,Plateau,Millet,176.5
MKT089,Nasarawa,Millet,623.99
MKT048,Benue,Sorghum,764.32
MKT057,Enugu,Maize,546.73
MKT036,Niger,Maize,167.75
MKT015,Enugu,Rice,495.76
MKT052,Kano,Yam,723.72
MKT016,Kaduna,Cassava,339.23
MKT015,Enugu,Soybean,521.15
MKT029,Niger,Tomato,629.8
MKT038,Kano,Tomato,485.58
MKT017,Bauchi,Yam,188.76
MKT061,Kano,Yam,265.63
MKT019,Ogun,Maize,152.75
MKT005,Ogun,Millet,340.62
MKT034,Niger,Maize,125.48
MKT047,Kano,Soybean,188.21
MKT063,Enugu,Millet,280.82
MKT003,Ogun,Yam,174.87
MKT057,Enugu,Soybean,350.92
MKT032,Oyo,Sorghum,556.32
MKT045,Nasarawa,Yam,704.44
MKT078,Kano,Cassava,866.93
MKT088,Nasarawa,Maize,714.69
MKT038,Kano,Yam,644.48
MKT059,Enugu,Millet,825.86
MKT041,Ogun,Soybean,661.66
MKT027,Benue,Sorghum,708.19
MKT012,Kano,Soybean,342.88
MKT033,Enugu,Cassava,243.77
MKT096,Niger,Tomato,288.1
MKT012,Nasarawa,Rice,326.98
MKT019,Kano,Millet,258.12
MKT048,Niger,Rice,741.75
MKT036,Plateau,Tomato,753.61
MKT020,Kano,Rice,127.72
MKT058,Ogun,Rice,504.24
MKT059,Enugu,Cassava,638.85
MKT030,Kaduna,Rice,739.73
MKT043,Nasarawa,Cassava,134.71
MKT020,Kano,Yam,882.87
MKT044,Ogun,Rice,389.55
MKT058,Plateau,Yam,674.19
MKT012,Nasarawa,Cassava,429.28
MKT041,Bauchi,Rice,329.02
MKT079,Nasarawa,Sorghum,628.8
MKT036,Kano,Soybean,605.74
MKT038,Ogun,Yam,175.0
MKT003,Kaduna,Rice,810.34
MKT093,Kano,Millet,237.37
MKT044,Nasarawa,Millet,500.78
MKT067,Benue,Tomato,170.05
MKT084,Ogun,Sorghum,697.0
MKT008,Oyo,Yam,262.51
MKT047,Enugu,Yam,855.22
MKT028,Oyo,Tomato,362.25
MKT008,Oyo,Yam,847.11
MKT032,Enugu,Sorghum,210.13
MKT051,Benue,Yam,744.7
MKT033,Kano,Yam,469.34
MKT060,Bauchi,Maize,514.93
MKT017,Kano,Cassava,416.24
MKT099,Plateau,Millet,454.74
MKT055,Kano,Tomato,841.08
MKT062,Kano,Sorghum,563.9
MKT059,Oyo,Rice,655.49
MKT026,Niger,Yam,714.73
MKT042,Enugu,Tomato,273.68
MKT095,Ogun,Cassava,383.99
MKT035,Kano,Tomato,693.71
MKT061,Niger,Cassava,377.16
MKT092,Ogun,Tomato,466.84
MKT092,Bauchi,Maize,304.95
MKT077,Niger,Cassava,632.83
MKT088,Ogun,Rice,171.02
MKT081,Bauchi,Yam,714.33
MKT082,Plateau,Sorghum,200.05
MKT066,Benue,Yam,863.18
MKT056,Benue,Sorghum,586.89
MKT001,Nasarawa,Millet,494.08
MKT060,Oyo,Millet,613.16
MKT077,Kaduna,Maize,153.12
MKT057,Oyo,Yam,307.7
MKT039,Oyo,Soybean,888.73
MKT068,Plateau,Tomato,890.3
MKT081,Plateau,Soybean,398.82
MKT044,Enugu,Yam,533.19
MKT097,Bauchi,Rice,145.18
MKT021,Plateau,Sorghum,839.26
MKT091,Benue,Sorghum,434.95
MKT007,Plateau,Tomato,228.76
MKT017,Plateau,Tomato,144.18
MKT061,Niger,Millet,800.34
MKT064,Nasarawa,Soybean,582.69
MKT056,Niger,Yam,683.66
MKT047,Oyo,Cassava,341.67
MKT001,Kaduna,Rice,164.4
MKT039,Bauchi,Sorghum,369.6
MKT079,Kano,Sorghum,550.29
MKT001,Ogun,Sorghum,876.8
MKT048,Oyo,Soybean,535.21
MKT040,Niger,Rice,650.13
MKT019,Oyo,Millet,817.5
MKT071,Bauchi,Maize,532.73
MKT008,Oyo,Tomato,149.82
MKT004,Nasarawa,Cassava,181.5
MKT083,Kaduna,Soybean,353.09
MKT100,Oyo,Yam,271.07
MKT009,Nasarawa,Cassava,297.99
MKT100,Oyo,Millet,566.08
MKT037,Niger,Rice,655.28
MKT100,Niger,Maize,521.89
MKT052,Benue,Tomato,420.58
MKT081,Kano,Cassava,228.13
MKT002,Ogun,Tomato,681.36
MKT007,Niger,Millet,515.25
MKT079,Plateau,Soybean,767.65
MKT038,Ogun,Yam,348.63
MKT080,Niger,Rice,848.69
MKT040,Oyo,Sorghum,308.12
MKT012,Oyo,Tomato,199.67
MKT033,Bauchi,Tomato,748.84
MKT030,Oyo,Soybean,194.11
MKT038,Nasarawa,Sorghum,500.86
MKT056,Plateau,Sorghum,873.39
MKT001,Benue,Tomato,511.15
MKT019,Benue,Cassava,813.86
MKT065,Ogun,Cassava,335.04
MKT083,Kano,Maize,282.07
MKT077,Kaduna,Soybean,260.54
MKT031,Nasarawa,Rice,676.2
MKT024,Nasarawa,Maize,176.09
MKT068,Bauchi,Sorghum,889.44
MKT018,Enugu,Cassava,543.62
MKT012,Niger,Millet,302.38
MKT031,Kano,Cassava,590.56
MKT011,Kano,Millet,666.54
MKT062,Nasarawa,Yam,521.96
MKT004,Oyo,Millet,495.38
MKT008,Niger,Rice,239.07
MKT078,Bauchi,Cassava,565.82
MKT039,Enugu,Yam,144.3
MKT071,Benue,Maize,418.77
MKT066,Kaduna,Sorghum,179.14
MKT068,Kano,Yam,636.5
MKT001,Benue,Soybean,285.65
MKT058,Niger,Soybean,370.46
MKT007,Benue,Cassava,421.45
MKT074,Ogun,Cassava,398.97
MKT045,Enugu,Soybean,290.77
MKT049,Kaduna,Yam,775.15
MKT051,Benue,Maize,561.7
MKT058,Plateau,Maize,819.1
MKT019,Niger,Cassava,736.58
MKT013,Kaduna,Millet,388.3
MKT019,Benue,Soybean,514.93
MKT076,Oyo,Millet,647.79
MKT012,Bauchi,Maize,391.22
MKT007,Benue,Yam,131.84
MKT059,Bauchi,Tomato,743.73
MKT034,Oyo,Rice,567.67
MKT005,Enugu,Sorghum,709.15
MKT035,Niger,Cassava,244.97
MKT079,Benue,Cassava,880.42
MKT091,Oyo,Soybean,176.59
MKT070,Oyo,Maize,856.25
MKT009,Nasarawa,Sorghum,759.43
MKT025,Oyo,Maize,466.14
MKT070,Nasarawa,Rice,765.73
MKT049,Kaduna,Soybean,557.01
MKT015,Bauchi,Tomato,353.0
MKT072,Bauchi,Tomato,706.37
MKT029,Benue,Rice,629.47
MKT022,Nasarawa,Soybean,693.18
MKT039,Bauchi,Soybean,155.38
MKT066,Benue,Cassava,263.25
MKT010,Plateau,Rice,231.41
MKT071,Kano,Cassava,857.07
MKT007,Kaduna,Yam,236.08
MKT003,Nasarawa,Cassava,632.22
MKT040,Nasarawa,Sorghum,798.92
MKT017,Kaduna,Cassava,783.11
MKT093,Bauchi,Millet,806.11
MKT071,Niger,Yam,754.43
MKT060,Niger,Millet,618.49
MKT056,Kaduna,Soybean,327.84
MKT036,Plateau,Yam,674.74
MKT032,Nasarawa,Yam,202.91
MKT042,Niger,Soybean,553.15
MKT009,Plateau,Maize,687.86
MKT019,Benue,Cassava,635.4
MKT009,Bauchi,Yam,856.97
MKT090,Benue,Cassava,434.75
MKT058,Niger,Millet,637.61
MKT022,Oyo,Sorghum,353.05
MKT084,Ogun,Tomato,849.03
MKT025,Kaduna,Millet,631.51
MKT079,Kaduna,Soybean,474.21
MKT004,Oyo,Cassava,643.16
MKT058,Kaduna,Millet,708.87
MKT002,Kaduna,Soybean,464.86
MKT099,Nasarawa,Soybean,695.56
MKT055,Oyo,Maize,834.17
MKT083,Oyo,Soybean,570.13
MKT004,Enugu,Rice,162.5
MKT077,Nasarawa,Soybean,599.62
MKT012,Oyo,Cassava,429.66
MKT042,Oyo,Millet,131.65
MKT031,Kaduna,Rice,643.14
MKT066,Kaduna,Yam,524.03
MKT024,Nasarawa,Sorghum,270.89
MKT095,Nasarawa,Soybean,359.72
MKT047,Kano,Millet,590.97
MKT056,Bauchi,Maize,596.17
MKT048,Ogun,Millet,443.65
MKT042,Kaduna,Maize,484.43
MKT051,Oyo,Tomato,830.53
MKT056,Kaduna,Cassava,233.98
MKT014,Ogun,Yam,579.35
MKT091,Kaduna,Sorghum,458.65
MKT001,Kaduna,Tomato,692.24
MKT009,Benue,Soybean,349.64
MKT020,Niger,Yam,394.93
MKT046,Niger,Soybean,882.91
MKT059,Nasarawa,Soybean,755.26
MKT029,Bauchi,Rice,536.32
MKT027,Kano,Cassava,453.18
MKT098,Benue,Maize,787.17
MKT030,Kaduna,Sorghum,364.88
MKT028,Oyo,Millet,476.67
MKT043,Niger,Rice,660.25
MKT053,Enugu,Soybean,241.44
MKT089,Nasarawa,Tomato,540.61
MKT032,Nasarawa,Millet,821.67
MKT005,Ogun,Sorghum,410.41
MKT001,Oyo,Tomato,195.62
MKT037,Ogun,Soybean,433.3
MKT022,Oyo,Yam,447.98
MKT046,Plateau,Yam,344.86
MKT032,Bauchi,Yam,209.33
MKT100,Nasarawa,Soybean,444.5
MKT076,Oyo,Tomato,138.61
MKT058,Kaduna,Millet,337.38
MKT066,Nasarawa,Rice,637.69
MKT093,Oyo,Yam,531.91
MKT045,Niger,Rice,823.67
MKT052,Nasarawa,Tomato,150.03
MKT046,Nasarawa,Millet,180.9
MKT002,Kaduna,Soybean,220.68
MKT054,Nasarawa,Soybean,435.96
MKT060,Niger,Yam,313.02
MKT002,Bauchi,Cassava,895.13
MKT046,Plateau,Cassava,141.18
MKT064,Kaduna,Maize,355.1
MKT094,Ogun,Millet,510.69
MKT028,Benue,Soybean,899.38
MKT016,Benue,Cassava,589.35
MKT082,Niger,Yam,643.19
MKT069,Kaduna,Rice,688.04
MKT028,Oyo,Sorghum,142.47
MKT001,Niger,Sorghum,372.8
MKT084,Enugu,Maize,745.48
MKT054,Oyo,Soybean,169.22
MKT044,Niger,Maize,548.09
MKT017,Bauchi,Cassava,194.15
MKT064,Nasarawa,Tomato,312.88
MKT001,Niger,Maize,399.09
MKT085,Bauchi,Cassava,405.79
MKT010,Plateau,Cassava,816.28
MKT096,Niger,Sorghum,788.42
MKT055,Plateau,Sorghum,354.99
MKT090,Nasarawa,Maize,292.32
MKT041,Enugu,Yam,516.95
MKT067,Enugu,Tomato,158.01
MKT064,Plateau,Soybean,769.07
MKT069,Niger,Cassava,418.08
MKT024,Kano,Millet,727.71
MKT073,Kaduna,Sorghum,689.12
MKT052,Niger,Cassava,596.05
MKT042,Benue,Maize,153.78
MKT008,Kaduna,Soybean,244.23
MKT076,Nasarawa,Tomato,518.94
MKT008,Kano,Maize,260.2
MKT050,Ogun,Rice,831.6
MKT055,Oyo,Tomato,290.11
MKT008,Kaduna,Sorghum,755.92
MKT072,Nasarawa,Maize,654.97
MKT008,Niger,Millet,725.49
MKT070,Plateau,Tomato,724.59
MKT069,Nasarawa,Soybean,717.54
MKT040,Oyo,Cassava,365.79
MKT019,Benue,Tomato,254.76
MKT040,Ogun,Maize,316.17
MKT007,Benue,Cassava,354.98
MKT067,Kaduna,Cassava,285.82
MKT011,Niger,Cassava,475.26
MKT018,Benue,Cassava,698.25
MKT087,Nasarawa,Tomato,554.49
MKT068,Nasarawa,Sorghum,550.58
MKT041,Kano,Millet,738.56
MKT026,Enugu,Rice,715.75
MKT061,Benue,Yam,723.82
MKT025,Enugu,Yam,736.34
MKT098,Bauchi,Maize,637.67
MKT063,Kaduna,Sorghum,753.45
MKT023,Kaduna,Sorghum,138.38
MKT037,Oyo,Soybean,304.28
MKT054,Bauchi,Maize,442.78
MKT032,Bauchi,Maize,857.15
MKT006,Enugu,Soybean,373.77
MKT031,Enugu,Rice,691.35
MKT056,Niger,Cassava,410.9
MKT056,Benue,Rice,638.07
MKT076,Kaduna,Yam,867.3
MKT026,Oyo,Yam,469.46
MKT002,Bauchi,Millet,486.72
MKT062,Kaduna,Maize,722.7
MKT064,Plateau,Tomato,523.63
MKT089,Ogun,Cassava,794.48
MKT098,Kaduna,Tomato,811.68
MKT051,Nasarawa,Tomato,879.42
MKT036,Nasarawa,Yam,794.73
MKT081,Bauchi,Rice,551.79
MKT049,Oyo,Millet,802.64
MKT085,Ogun,Cassava,336.7
MKT028,Benue,Cassava,719.82
MKT035,Plateau,Yam,872.26
MKT044,Bauchi,Cassava,195.67
MKT085,Ogun,Maize,309.57
MKT021,Oyo,Cassava,147.85
MKT037,Benue,Tomato,750.81
MKT067,Plateau,Cassava,432.83
MKT003,Bauchi,Rice,309.06
MKT084,Kaduna,Sorghum,743.52
MKT004,Plateau,Sorghum,474.93
MKT026,Ogun,Tomato,806.98
MKT096,Kano,Cassava,805.91
MKT059,Niger,Sorghum,513.9
MKT012,Kano,Yam,801.95
MKT074,Enugu,Yam,160.64
MKT016,Ogun,Millet,347.11
MKT042,Niger,Soybean,301.29
MKT048,Ogun,Yam,802.15
MKT022,Benue,Soybean,234.03
MKT059,Enugu,Millet,643.27
MKT010,Kaduna,Yam,648.51
MKT045,Bauchi,Soybean,431.02
MKT098,Plateau,Tomato,393.66
MKT049,Nasarawa,Millet,717.02
MKT024,Kaduna,Millet,526.74
MKT039,Benue,Tomato,234.98
MKT034,Kano,Soybean,270.07
MKT043,Plateau,Yam,599.04
MKT071,Benue,Tomato,142.24
MKT058,Kano,Soybean,426.9
MKT088,Oyo,Tomato,272.5
MKT082,Kaduna,Rice,496.03
MKT036,Kano,Rice,354.18
MKT046,Benue,Sorghum,334.84
MKT059,Oyo,Millet,627.24
MKT062,Plateau,Millet,400.56
MKT044,Nasarawa,Rice,285.61
MKT056,Kaduna,Soybean,229.36
MKT094,Enugu,Tomato,326.18
MKT082,Ogun,Sorghum,680.23
MKT079,Niger,Maize,861.16
MKT021,Bauchi,Maize,743.41
MKT033,Kano,Cassava,355.59
MKT014,Kano,Soybean,225.06
MKT027,Plateau,Soybean,777.12
MKT019,Oyo,Rice,432.58
MKT013,Enugu,Sorghum,423.85
MKT091,Nasarawa,Maize,663.89
MKT024,Enugu,Cassava,456.39
MKT014,Bauchi,Rice,675.75
MKT015,Kano,Maize,688.4
MKT012,Ogun,Yam,578.71
MKT019,Kano,Tomato,173.33
MKT075,Kano,Rice,123.52
MKT069,Benue,Rice,438.27
MKT059,Kano,Rice,358.76
MKT008,Oyo,Tomato,722.3
MKT061,Bauchi,Maize,497.06
MKT083,Niger,Cassava,439.48
MKT002,Plateau,Soybean,592.11
MKT053,Ogun,Rice,264.62
MKT010,Oyo,Millet,803.36
MKT018,Enugu,Rice,319.88
MKT021,Niger,Rice,565.11
MKT011,Kano,Tomato,228.64
MKT043,Kano,Millet,887.59
MKT007,Ogun,Rice,436.77
MKT080,Enugu,Soybean,667.92
MKT063,Niger,Soybean,682.23
MKT059,Enugu,Sorghum,855.23
MKT003,Plateau,Rice,763.58
MKT093,Ogun,Tomato,843.92
MKT097,Kaduna,Sorghum,182.52
MKT087,Bauchi,Rice,141.14
MKT029,Nasarawa,Sorghum,218.77
MKT029,Nasarawa,Rice,877.58
MKT055,Bauchi,Rice,409.44
MKT079,Ogun,Rice,367.35
MKT083,Kaduna,Soybean,542.81
MKT057,Niger,Millet,504.62
MKT011,Oyo,Maize,253.82
MKT041,Kaduna,Maize,489.35
MKT086,Ogun,Millet,866.14
MKT049,Kano,Cassava,220.09
MKT015,Plateau,Sorghum,438.61
MKT093,Oyo,Maize,816.57
MKT017,Kaduna,Tomato,241.88
MKT081,Nasarawa,Tomato,801.38
MKT061,Ogun,Cassava,496.08
MKT094,Niger,Tomato,718.35
MKT093,Ogun,Yam,497.54
MKT002,Benue,Soybean,422.45
MKT072,Oyo,Millet,647.25
MKT046,Nasarawa,Cassava,166.44
MKT096,Oyo,Tomato,766.78
MKT058,Niger,Tomato,809.86
MKT072,Bauchi,Maize,789.36
MKT097,Kano,Cassava,318.99
MKT039,Bauchi,Yam,545.13
MKT010,Oyo,Maize,291.33
MKT002,Ogun,Tomato,230.56
MKT076,Bauchi,Sorghum,538.54
MKT083,Ogun,Rice,373.13
MKT038,Kaduna,Sorghum,578.9
MKT069,Nasarawa,Soybean,215.59
MKT016,Kaduna,Tomato,197.12
MKT036,Ogun,Cassava,643.34
MKT090,Enugu,Tomato,531.4
MKT025,Benue,Maize,241.13
MKT026,Kaduna,Soybean,578.9
MKT008,Bauchi,Millet,238.63
MKT025,Ogun,Cassava,720.49
MKT020,Ogun,Maize,154.77
MKT023,Ogun,Tomato,210.41
MKT021,Oyo,Rice,584.16
MKT032,Enugu,Rice,563.27
MKT051,Niger,Millet,663.24
MKT084,Niger,Yam,565.59
MKT074,Niger,Maize,693.75
MKT066,Kano,Maize,206.35
