farm_id,insured,claim_usd
Farm_00112,False,3048.08
Farm_00113,False,2734.46
Farm_00114,True,8622.76
Farm_00115,True,3969.72
Farm_00116,True,3586.37
Farm_00117,False,5328.05
Farm_00118,True,2286.86
Farm_00119,True,5503.88
Farm_00120,False,13807.8
Farm_00121,True,1617.13
Farm_00122,True,12722.31
Farm_00123,False,7664.71
Farm_00124,True,6133.93
Farm_00125,True,10107.78
Farm_00126,True,4643.5
Farm_00127,True,4361.38
Farm_00128,False,7215.61
Farm_00129,False,2545.46
Farm_00130,True,13359.14
Farm_00131,True,12320.49
Farm_00132,False,10628.97
Farm_00133,True,6529.81
Farm_00134,False,14221.75
Farm_00135,False,9914.99
Farm_00136,False,8478.9
Farm_00137,True,13128.26
Farm_00138,True,6310.54
Farm_00139,True,4085.24
Farm_00140,False,10759.52
Farm_00141,False,12624.22
Farm_00142,True,3332.72
Farm_00143,True,51.44
Farm_00144,False,6358.68
Farm_00145,False,11393.34
Farm_00146,False,1578.9
Farm_00147,False,14179.69
Farm_00148,True,3651.19
Farm_00149,True,11999.68
Farm_00150,True,11392.68
Farm_00151,True,361.08
Farm_00152,True,1705.04
Farm_00153,False,5734.38
Farm_00154,True,3172.62
Farm_00155,False,9274.23
Farm_00156,True,12919.61
Farm_00157,True,930.82
Farm_00158,False,3943.82
Farm_00159,True,1072.75
Farm_00160,True,1795.61
Farm_00161,False,3254.52
Farm_00162,False,3394.23
Farm_00163,True,8721.19
Farm_00164,False,12732.23
Farm_00165,False,11993.97
Farm_00166,True,535.06
Farm_00167,False,9730.85
Farm_00168,True,7048.06
Farm_00169,False,10755.16
Farm_00170,True,463.57
Farm_00171,False,736.13
Farm_00172,False,12784.38
Farm_00173,True,478.31
Farm_00174,False,10740.57
Farm_00175,True,13490.98
Farm_00176,False,12595.54
Farm_00177,True,1775.22
Farm_00178,True,7260.38
Farm_00179,False,2366.11
Farm_00180,True,7661.97
Farm_00181,True,11238.25
Farm_00182,True,9524.92
Farm_00183,False,5033.58
Farm_00184,False,9763.42
Farm_00185,True,4137.29
Farm_00186,False,12879.11
Farm_00187,True,7246.12
Farm_00188,True,7451.38
Farm_00189,False,4774.1
Farm_00190,False,6626.97
Farm_00191,True,12169.62
Farm_00192,True,12575.09
Farm_00193,False,3480.5
Farm_00194,False,8734.35
Farm_00195,True,6307.4
Farm_00196,True,8596.36
Farm_00197,False,9349.34
Farm_00198,True,13430.31
Farm_00199,False,3665.75
Farm_00200,True,10043.93
Farm_00201,True,5736.53
Farm_00202,False,5219.62
Farm_00203,False,12700.99
Farm_00204,False,7760.9
Farm_00205,False,6144.44
Farm_00206,True,12775.08
Farm_00207,True,4406.91
Farm_00208,True,5658.11
Farm_00209,True,5533.94
Farm_00210,False,9847.49
Farm_00211,False,10135.48
Farm_00212,True,10078.05
Farm_00213,True,4710.43
Farm_00214,False,9185.07
Farm_00215,False,6018.08
Farm_00216,False,11896.83
Farm_00217,True,7125.67
Farm_00218,True,12583.78
Farm_00219,False,9770.66
Farm_00220,False,14673.73
Farm_00221,True,11859.94
Farm_00222,False,7786.28
Farm_00223,False,10655.13
Farm_00224,True,8147.01
Farm_00225,False,7631.72
Farm_00226,True,5988.04
Farm_00227,False,549.47
Farm_00228,True,14688.7
Farm_00229,True,13300.33
Farm_00230,False,7602.62
Farm_00231,False,7230.68
Farm_00232,True,3322.72
Farm_00233,True,1736.94
Farm_00234,True,6456.8
Farm_00235,True,6590.18
Farm_00236,False,7609.48
Farm_00237,False,4134.54
Farm_00238,True,13990.69
Farm_00239,False,6665.09
Farm_00240,True,13848.4
Farm_00241,True,10468.97
Farm_00242,False,3750.49
Farm_00243,False,5422.03
Farm_00244,False,10082.67
Farm_00245,True,8837.96
Farm_00246,True,14818.35
Farm_00247,True,4951.6
Farm_00248,False,8426.48
Farm_00249,True,4112.23
Farm_00250,True,9011.74
Farm_00251,True,14350.89
Farm_00252,False,5427.9
Farm_00253,True,14833.61
Farm_00254,True,12068.32
Farm_00255,False,5571.48
Farm_00256,False,1750.71
Farm_00257,False,5139.25
Farm_00258,True,13510.91
Farm_00259,True,14667.28
Farm_00260,False,4902.06
Farm_00261,False,9795.96
Farm_00262,True,8659.94
Farm_00263,False,9731.94
Farm_00264,False,12960.7
Farm_00265,False,10668.4
Farm_00266,True,14305.3
Farm_00267,False,6542.61
Farm_00268,False,3490.69
Farm_00269,False,4296.31
Farm_00270,True,8729.75
Farm_00271,True,1125.52
Farm_00272,True,7985.69
Farm_00273,False,2775.99
Farm_00274,True,1614.9
Farm_00275,False,7089.53
Farm_00276,True,3416.74
Farm_00277,False,11163.58
Farm_00278,True,4311.48
Farm_00279,False,10411.46
Farm_00280,True,12723.82
Farm_00281,False,13990.02
Farm_00282,True,7412.26
Farm_00283,True,14144.44
Farm_00284,True,3796.3
Farm_00285,True,399.44
Farm_00286,False,3317.19
Farm_00287,False,7170.63
Farm_00288,True,5016.09
Farm_00289,False,11897.06
Farm_00290,False,12912.93
Farm_00291,True,7592.44
Farm_00292,False,1468.08
Farm_00293,True,71.19
Farm_00294,False,8197.37
Farm_00295,True,4330.84
Farm_00296,True,10210.74
Farm_00297,True,1309.28
Farm_00298,False,112.02
Farm_00299,False,3833.73
Farm_00300,False,7234.84
Farm_00301,True,9074.29
Farm_00302,True,1564.89
Farm_00303,True,7382.82
Farm_00304,True,4360.18
Farm_00305,False,14025.29
Farm_00306,False,3221.96
Farm_00307,False,1257.56
Farm_00308,True,12572.65
Farm_00309,True,2340.18
Farm_00310,True,4265.98
Farm_00311,False,1242.3
Farm_00312,True,10183.21
Farm_00313,True,6177.21
Farm_00314,False,5426.07
Farm_00315,True,12063.68
Farm_00316,True,2525.86
Farm_00317,True,7417.68
Farm_00318,True,9477.33
Farm_00319,True,10547.39
Farm_00320,False,7767.11
Farm_00321,True,3856.85
Farm_00322,False,3418.69
Farm_00323,False,12797.92
Farm_00324,True,1888.35
Farm_00325,True,12300.68
Farm_00326,False,11134.76
Farm_00327,False,14405.18
Farm_00328,True,103.6
Farm_00329,True,9275.46
Farm_00330,True,566.98
Farm_00331,False,13194.28
Farm_00332,False,9797.25
Farm_00333,False,8012.63
Farm_00334,True,1735.22
Farm_00335,True,9061.99
Farm_00336,True,312.48
Farm_00337,False,14202.44
Farm_00338,False,6291.71
Farm_00339,False,13880.64
Farm_00340,False,1080.17
Farm_00341,False,3273.22
Farm_00342,True,748.17
Farm_00343,True,8490.16
Farm_00344,False,14924.67
Farm_00345,True,7293.51
Farm_00346,True,10769.35
Farm_00347,False,4758.88
Farm_00348,False,12373.57
Farm_00349,True,10166.55
Farm_00350,False,42.94
Farm_00351,False,2706.58
Farm_00352,False,5022.0
Farm_00353,True,9107.11
Farm_00354,True,12457.45
Farm_00355,True,12780.87
Farm_00356,True,7908.18
Farm_00357,True,4368.85
Farm_00358,False,8448.22
Farm_00359,False,13968.08
Farm_00360,True,1762.99
Farm_00361,True,11098.18
Farm_00362,False,9344.37
Farm_00363,True,11156.82
Farm_00364,True,2904.84
Farm_00365,False,1876.45
Farm_00366,False,192.12
Farm_00367,True,5488.4
Farm_00368,True,8841.0
Farm_00369,True,10518.56
Farm_00370,False,1822.44
Farm_00371,True,6337.33
Farm_00372,True,5978.56
Farm_00373,True,6428.9
Farm_00374,True,5466.08
Farm_00375,False,7610.66
Farm_00376,True,4595.98
Farm_00377,True,9363.71
Farm_00378,False,5513.75
Farm_00379,True,4558.48
Farm_00380,False,9119.69
Farm_00381,False,11153.99
Farm_00382,True,12514.7
Farm_00383,True,10474.07
Farm_00384,False,13985.32
Farm_00385,True,4627.9
Farm_00386,True,9071.47
Farm_00387,False,11536.94
Farm_00388,False,6831.73
Farm_00389,False,1324.15
Farm_00390,False,6511.44
Farm_00391,True,6175.86
Farm_00392,True,5520.67
Farm_00393,True,12977.33
Farm_00394,False,13751.42
Farm_00395,False,6517.91
Farm_00396,True,3697.56
Farm_00397,True,9833.32
Farm_00398,False,6900.01
Farm_00399,False,4290.82
Farm_00400,True,13979.75
Farm_00401,False,10955.6
Farm_00402,True,10434.91
Farm_00403,False,763.53
Farm_00404,True,12119.74
Farm_00405,False,4447.35
Farm_00406,False,10473.26
Farm_00407,False,3959.18
Farm_00408,False,14214.16
Farm_00409,True,5452.62
Farm_00410,True,566.88
Farm_00411,False,6372.88
Farm_00412,False,352.13
Farm_00413,True,9507.47
Farm_00414,True,14855.2
Farm_00415,False,1743.68
Farm_00416,False,6894.95
Farm_00417,False,4540.83
Farm_00418,True,1318.0
Farm_00419,True,4276.62
Farm_00420,False,12360.93
Farm_00421,False,14434.75
Farm_00422,True,3283.96
Farm_00423,True,3704.81
Farm_00424,True,14486.46
Farm_00425,False,6884.92
Farm_00426,True,4953.94
Farm_00427,False,9521.12
Farm_00428,True,14319.7
Farm_00429,True,11191.82
Farm_00430,True,5679.72
Farm_00431,True,4499.38
Farm_00432,False,14033.93
Farm_00433,True,9653.57
Farm_00434,True,747.49
Farm_00435,True,3840.41
Farm_00436,False,12040.15
Farm_00437,True,2962.06
Farm_00438,False,727.59
Farm_00439,True,10491.46
Farm_00440,False,1843.71
Farm_00441,True,207.76
Farm_00442,True,2948.14
Farm_00443,True,10657.03
Farm_00444,False,8969.48
Farm_00445,True,8488.99
Farm_00446,True,8168.81
Farm_00447,False,2345.86
Farm_00448,False,3722.07
Farm_00449,False,12426.56
Farm_00450,False,5511.22
Farm_00451,True,4432.32
Farm_00452,False,14343.23
Farm_00453,True,14186.86
Farm_00454,True,12509.24
Farm_00455,False,12705.94
Farm_00456,True,8653.49
Farm_00457,False,6162.48
Farm_00458,True,7452.65
Farm_00459,True,9939.57
Farm_00460,False,1848.23
Farm_00461,False,14132.47
Farm_00462,True,1174.7
Farm_00463,True,12598.94
Farm_00464,True,8143.3
Farm_00465,False,6009.91
Farm_00466,True,13233.74
Farm_00467,True,10095.06
Farm_00468,True,3489.98
Farm_00469,False,12961.3
Farm_00470,False,11240.06
Farm_00471,False,1387.65
Farm_00472,False,990.67
Farm_00473,True,13170.15
Farm_00474,True,6193.94
Farm_00475,False,125.35
Farm_00476,True,2455.51
Farm_00477,True,2990.72
Farm_00478,True,14239.62
Farm_00479,False,4480.85
Farm_00480,False,7277.27
Farm_00481,True,8246.83
Farm_00482,False,7590.02
Farm_00483,False,14900.72
Farm_00484,False,5530.11
Farm_00485,True,5570.81
Farm_00486,False,6510.78
Farm_00487,False,12280.28
Farm_00488,False,11189.56
Farm_00489,False,2435.15
Farm_00490,False,2423.99
Farm_00491,False,782.44
Farm_00492,True,322.85
Farm_00493,False,13702.13
Farm_00494,False,2385.26
Farm_00495,True,580.92
Farm_00496,False,7288.76
Farm_00497,True,7551.02
Farm_00498,False,4034.77
Farm_00499,True,1774.29
Farm_00500,True,4506.96
Farm_00501,True,201.95
Farm_00502,False,10218.92
Farm_00503,False,3529.09
Farm_00504,False,14163.59
Farm_00505,True,9309.32
Farm_00506,True,488.52
Farm_00507,True,9610.38
Farm_00508,False,6890.22
Farm_00509,False,4800.13
Farm_00510,False,7348.74
Farm_00511,False,12305.42
Farm_00512,False,1951.8
Farm_00513,False,4281.8
Farm_00514,False,10765.9
Farm_00515,True,979.04
Farm_00516,True,10062.96
Farm_00517,True,1380.19
Farm_00518,False,10926.77
Farm_00519,True,2599.09
Farm_00520,False,8340.19
Farm_00521,False,3924.65
Farm_00522,False,9022.44
Farm_00523,False,4541.44
Farm_00524,False,6515.24
Farm_00525,True,14412.59
Farm_00526,True,5885.98
Farm_00527,False,1384.77
Farm_00528,False,8713.08
Farm_00529,False,14402.53
Farm_00530,False,13815.99
Farm_00531,True,8454.05
Farm_00532,True,984.96
Farm_00533,True,2471.01
Farm_00534,True,10437.04
Farm_00535,True,1277.76
Farm_00536,True,7265.79
Farm_00537,True,1928.79
Farm_00538,True,12309.91
Farm_00539,True,1137.84
Farm_00540,True,5033.86
Farm_00541,True,5086.47
Farm_00542,False,13647.67
Farm_00543,True,13750.56
Farm_00544,False,364.06
Farm_00545,False,6808.02
Farm_00546,False,4607.6
Farm_00547,False,8308.8
Farm_00548,True,11580.14
Farm_00549,False,535.99
Farm_00550,False,12716.85
Farm_00551,True,8742.89
Farm_00552,False,8520.84
Farm_00553,True,14415.28
Farm_00554,False,12970.34
Farm_00555,True,11417.06
Farm_00556,True,11596.45
Farm_00557,True,998.56
Farm_00558,True,1822.07
Farm_00559,True,2120.91
Farm_00560,True,4150.84
Farm_00561,False,6065.04
Farm_00562,True,14630.92
Farm_00563,False,11239.2
Farm_00564,True,3440.11
Farm_00565,True,14875.82
Farm_00566,False,6822.15
Farm_00567,True,12527.34
Farm_00568,True,13035.75
Farm_00569,False,1033.06
Farm_00570,False,9432.8
Farm_00571,False,12301.1
Farm_00572,True,11931.21
Farm_00573,True,11260.19
Farm_00574,False,7156.43
Farm_00575,True,8341.73
Farm_00576,False,10377.39
Farm_00577,True,6809.14
Farm_00578,True,14694.93
Farm_00579,False,514.7
Farm_00580,True,5062.09
Farm_00581,False,2819.01
Farm_00582,False,13952.42
Farm_00583,True,8148.38
Farm_00584,True,12490.79
Farm_00585,False,10614.0
Farm_00586,False,15.92
Farm_00587,False,2349.2
Farm_00588,True,3623.82
Farm_00589,True,12642.72
Farm_00590,True,11907.77
Farm_00591,True,9421.53
Farm_00592,True,7287.6
Farm_00593,False,4075.83
Farm_00594,True,12542.43
Farm_00595,False,12475.71
Farm_00596,True,9381.55
Farm_00597,False,10564.5
Farm_00598,True,10344.66
Farm_00599,False,9305.26
Farm_00600,False,11436.17
Farm_00601,True,2341.09
Farm_00602,True,1540.64
Farm_00603,True,14982.53
Farm_00604,True,10027.77
Farm_00605,True,12627.86
Farm_00606,True,2341.57
Farm_00607,True,13679.81
Farm_00608,False,14647.61
Farm_00609,False,7738.16
Farm_00610,True,557.99
Farm_00611,True,9493.26
Farm_00612,True,8815.92
Farm_00613,True,2749.43
Farm_00614,False,8139.07
Farm_00615,True,7026.78
Farm_00616,False,13714.02
Farm_00617,True,1115.99
Farm_00618,True,12593.59
Farm_00619,True,12721.62
Farm_00620,False,6312.2
Farm_00621,True,421.98
Farm_00622,True,9568.51
Farm_00623,True,14801.59
Farm_00624,True,11597.3
Farm_00625,True,12582.25
Farm_00626,False,10513.52
Farm_00627,True,1750.52
Farm_00628,False,10803.64
Farm_00629,True,11004.73
Farm_00630,True,13862.57
Farm_00631,False,14760.2
Farm_00632,False,9653.18
Farm_00633,False,13317.78
Farm_00634,False,13961.4
Farm_00635,False,809.5
Farm_00636,False,13442.66
Farm_00637,True,13497.79
Farm_00638,False,9284.58
Farm_00639,True,5287.03
Farm_00640,True,14177.23
Farm_00641,False,11279.69
Farm_00642,True,6303.52
Farm_00643,False,10810.9
Farm_00644,True,240.95
Farm_00645,True,7380.11
Farm_00646,False,6701.17
Farm_00647,False,8141.9
Farm_00648,True,3194.8
Farm_00649,True,4136.78
Farm_00650,False,13352.68
Farm_00651,True,11792.56
Farm_00652,True,2339.85
Farm_00653,True,11617.23
Farm_00654,True,1101.02
Farm_00655,True,7966.31
Farm_00656,False,1389.07
Farm_00657,True,10451.84
Farm_00658,True,12650.53
Farm_00659,True,2303.25
Farm_00660,False,6692.9
Farm_00661,False,7488.96
Farm_00662,True,10601.22
Farm_00663,False,14581.25
Farm_00664,False,7799.37
Farm_00665,False,6915.88
Farm_00666,False,14411.46
Farm_00667,True,3050.09
Farm_00668,True,1201.99
Farm_00669,True,3381.46
Farm_00670,False,7076.39
Farm_00671,False,14067.38
Farm_00672,True,5429.77
Farm_00673,True,5406.55
Farm_00674,False,11644.49
Farm_00675,False,7301.41
Farm_00676,True,11551.7
Farm_00677,False,1497.09
Farm_00678,True,10090.58
Farm_00679,False,1815.49
Farm_00680,True,2184.9
Farm_00681,True,11103.44
Farm_00682,False,7192.18
Farm_00683,True,1535.03
Farm_00684,False,4177.18
Farm_00685,True,5982.17
Farm_00686,False,10639.18
Farm_00687,False,13511.72
Farm_00688,False,729.53
Farm_00689,False,14179.17
Farm_00690,False,12585.67
Farm_00691,False,4203.81
Farm_00692,True,1961.37
Farm_00693,True,357.61
Farm_00694,True,14038.03
Farm_00695,True,7349.61
Farm_00696,True,5052.37
Farm_00697,False,8338.11
Farm_00698,False,1051.59
Farm_00699,True,2386.31
Farm_00700,True,12738.63
Farm_00701,True,5928.1
Farm_00702,False,803.0
Farm_00703,False,11020.73
Farm_00704,False,4171.13
Farm_00705,True,3979.77
Farm_00706,False,1756.68
Farm_00707,False,967.14
Farm_00708,True,8353.67
Farm_00709,True,5265.41
Farm_00710,False,9118.53
Farm_00711,True,8127.56
Farm_00712,False,14676.11
Farm_00713,False,9633.34
Farm_00714,False,5183.67
Farm_00715,True,2273.0
Farm_00716,True,3077.45
Farm_00717,False,9585.15
Farm_00718,False,373.2
Farm_00719,True,5101.43
Farm_00720,False,1757.72
Farm_00721,False,767.69
Farm_00722,True,11198.92
Farm_00723,False,568.46
Farm_00724,True,14460.32
Farm_00725,True,8788.99
Farm_00726,False,12881.59
Farm_00727,False,9560.37
Farm_00728,False,5665.7
Farm_00729,True,8560.04
Farm_00730,True,5219.69
Farm_00731,True,4207.54
Farm_00732,True,11668.48
Farm_00733,True,3638.84
Farm_00734,False,7198.17
Farm_00735,False,3336.0
Farm_00736,True,593.1
Farm_00737,False,13173.4
Farm_00738,False,12414.72
Farm_00739,True,4350.93
Farm_00740,True,14484.85
Farm_00741,False,12959.13
Farm_00742,False,12858.61
Farm_00743,True,8903.03
Farm_00744,False,9932.29
Farm_00745,True,14996.86
Farm_00746,True,3479.25
Farm_00747,True,6649.07
Farm_00748,False,7351.72
Farm_00749,False,1513.05
Farm_00750,True,2592.88
Farm_00751,False,14075.5
Farm_00752,False,13101.62
Farm_00753,False,13106.86
Farm_00754,False,5018.73
Farm_00755,True,14281.41
Farm_00756,False,5562.75
Farm_00757,False,831.69
Farm_00758,True,2970.92
Farm_00759,False,1507.85
Farm_00760,False,10273.36
Farm_00761,True,4677.27
Farm_00762,False,1175.66
Farm_00763,False,7437.71
Farm_00764,False,2253.14
Farm_00765,False,6610.65
Farm_00766,True,2269.08
Farm_00767,False,5639.32
Farm_00768,True,6635.88
Farm_00769,False,6253.15
Farm_00770,False,9058.42
Farm_00771,False,8003.96
Farm_00772,True,5113.43
Farm_00773,False,12528.13
Farm_00774,False,10301.42
Farm_00775,False,5622.57
Farm_00776,False,9590.99
Farm_00777,False,14384.68
Farm_00778,True,2657.81
Farm_00779,False,14412.9
Farm_00780,False,14759.33
Farm_00781,True,14234.94
Farm_00782,True,7871.5
Farm_00783,True,3566.41
Farm_00784,True,11451.61
Farm_00785,False,11182.36
Farm_00786,False,10390.15
Farm_00787,False,14634.76
Farm_00788,False,2734.89
Farm_00789,False,3551.33
Farm_00790,False,4492.28
Farm_00791,False,8595.25
Farm_00792,True,452.04
Farm_00793,False,6069.17
Farm_00794,False,10106.95
Farm_00795,True,9981.62
Farm_00796,False,9796.57
Farm_00797,True,28.51
Farm_00798,True,4570.5
Farm_00799,False,13362.3
Farm_00800,False,4606.03
Farm_00801,False,5306.32
Farm_00802,True,10707.38
Farm_00803,True,5088.86
Farm_00804,True,6857.01
Farm_00805,False,8324.39
Farm_00806,True,636.53
Farm_00807,False,713.74
Farm_00808,False,11279.8
Farm_00809,True,5993.74
Farm_00810,True,7753.95
Farm_00811,True,12913.71
Farm_00812,True,5141.77
Farm_00813,False,3768.26
Farm_00814,True,10885.35
Farm_00815,True,3600.77
Farm_00816,False,6119.4
Farm_00817,True,7593.87
Farm_00818,False,226.59
Farm_00819,True,12644.67
Farm_00820,False,7601.63
Farm_00821,False,11808.42
Farm_00822,False,874.29
Farm_00823,False,28.25
Farm_00824,False,10239.72
Farm_00825,True,5497.47
Farm_00826,True,4214.9
Farm_00827,False,14535.46
Farm_00828,True,10994.77
Farm_00829,False,5276.12
Farm_00830,False,9011.4
Farm_00831,False,849.83
Farm_00832,False,13234.44
Farm_00833,False,13697.42
Farm_00834,False,2111.39
Farm_00835,True,5844.03
Farm_00836,True,6153.87
Farm_00837,True,7482.44
Farm_00838,True,4770.73
Farm_00839,False,5951.33
Farm_00840,False,6313.33
Farm_00841,True,11494.21
Farm_00842,True,9444.35
Farm_00843,True,14973.91
Farm_00844,False,1601.08
Farm_00845,True,1336.23
Farm_00846,True,12615.02
Farm_00847,False,2863.48
Farm_00848,False,7329.35
Farm_00849,True,5666.25
Farm_00850,True,8434.43
Farm_00851,True,4342.96
Farm_00852,False,14517.04
Farm_00853,True,1894.01
Farm_00854,True,86.99
Farm_00855,False,14293.8
Farm_00856,False,928.07
Farm_00857,False,8931.98
Farm_00858,True,312.42
Farm_00859,False,1674.41
Farm_00860,True,13512.86
Farm_00861,True,13892.9
Farm_00862,False,14724.62
Farm_00863,False,9848.95
Farm_00864,False,2288.37
Farm_00865,False,4749.34
Farm_00866,False,8820.82
Farm_00867,False,12258.58
Farm_00868,True,5993.25
Farm_00869,False,13182.79
Farm_00870,False,4809.38
Farm_00871,False,623.98
Farm_00872,True,13878.67
Farm_00873,False,10147.25
Farm_00874,False,14727.03
Farm_00875,True,12556.88
Farm_00876,True,3486.32
Farm_00877,False,15.47
Farm_00878,False,2491.84
Farm_00879,False,12251.29
Farm_00880,True,8039.72
Farm_00881,False,2357.3
Farm_00882,False,13503.0
Farm_00883,True,8561.11
Farm_00884,False,6236.98
Farm_00885,True,14447.56
Farm_00886,True,6404.56
Farm_00887,False,4340.23
Farm_00888,True,3131.78
Farm_00889,True,14381.29
Farm_00890,True,618.27
Farm_00891,False,6058.71
Farm_00892,True,5214.71
Farm_00893,False,2232.36
Farm_00894,True,12454.08
Farm_00895,True,1043.59
Farm_00896,False,3320.82
Farm_00897,True,1701.02
Farm_00898,True,4395.17
Farm_00899,True,14134.89
Farm_00900,False,7106.21
Farm_00901,False,131.63
Farm_00902,False,14996.23
Farm_00903,True,6351.52
Farm_00904,True,5828.31
Farm_00905,True,9314.66
Farm_00906,False,11763.03
Farm_00907,False,13515.11
Farm_00908,True,7124.64
Farm_00909,True,10658.0
Farm_00910,False,10705.99
Farm_00911,False,10507.7
Farm_00912,False,10871.82
Farm_00913,True,380.75
Farm_00914,True,5451.97
Farm_00915,True,5042.12
Farm_00916,False,14185.85
Farm_00917,False,14913.71
Farm_00918,False,3371.66
Farm_00919,True,115.15
Farm_00920,False,7910.45
Farm_00921,True,131.03
Farm_00922,True,10029.27
Farm_00923,False,1207.01
Farm_00924,False,11504.02
Farm_00925,True,4515.03
Farm_00926,False,2639.43
Farm_00927,True,5906.76
Farm_00928,True,2621.17
Farm_00929,False,6326.36
Farm_00930,False,10087.63
Farm_00931,False,14847.1
Farm_00932,True,8714.11
Farm_00933,False,3926.89
Farm_00934,True,1420.97
Farm_00935,False,3268.45
Farm_00936,True,13245.78
Farm_00937,False,14359.56
Farm_00938,False,5420.76
Farm_00939,True,736.54
Farm_00940,True,13545.35
Farm_00941,False,9546.09
Farm_00942,True,14608.05
Farm_00943,True,11095.39
Farm_00944,True,1854.52
Farm_00945,True,9462.96
Farm_00946,False,12740.85
Farm_00947,True,9970.56
Farm_00948,True,10743.34
Farm_00949,False,11291.49
Farm_00950,False,10733.5
Farm_00951,True,12204.04
Farm_00952,True,5094.44
Farm_00953,False,502.69
Farm_00954,True,4218.18
Farm_00955,False,4500.73
Farm_00956,True,9536.23
Farm_00957,True,10320.48
Farm_00958,True,8412.07
Farm_00959,False,12247.87
Farm_00960,False,4818.87
Farm_00961,False,3234.98
Farm_00962,True,3152.23
Farm_00963,False,362.06
Farm_00964,False,10443.66
Farm_00965,True,2620.64
Farm_00966,False,11364.44
Farm_00967,False,9246.61
Farm_00968,False,10634.87
Farm_00969,True,252.71
Farm_00970,False,9034.21
Farm_00971,True,747.74
Farm_00972,False,5201.76
Farm_00973,False,4467.32
Farm_00974,False,1647.77
Farm_00975,False,4773.55
Farm_00976,False,1268.86
Farm_00977,True,2226.42
Farm_00978,False,933.19
Farm_00979,False,12288.48
Farm_00980,False,4048.83
Farm_00981,True,9529.08
Farm_00982,False,1437.57
Farm_00983,False,9937.16
Farm_00984,False,11002.75
Farm_00985,False,11008.15
Farm_00986,True,10822.59
Farm_00987,True,8816.45
Farm_00988,True,13913.69
Farm_00989,True,3142.14
Farm_00990,False,13274.2
Farm_00991,True,3444.58
Farm_00992,False,281.58
Farm_00993,True,4173.51
Farm_00994,True,12520.14
Farm_00995,True,2520.41
Farm_00996,True,12117.72
Farm_00997,False,3087.33
Farm_00998,False,14752.12
Farm_00999,False,13436.7
Farm_01000,False,6863.52
Farm_01001,True,3915.85
Farm_01002,False,5067.55
Farm_01003,False,5924.22
